식당명,Date,Map,Rate,사람,수식,식당 분류,주요 메뉴,지역-대분류,지역-소분류
영애통장어,2025-05-30,https://place.map.kakao.com/116932008,🥄🥄🥄🥄,,전남 여수 : 여수,🍚한식,장어탕,전남 여수,여수
여수딸기모찌 고마리,2025-05-30,https://place.map.kakao.com/187738410,🥄🥄🥄🥄,,전남 여수 : 여수,☕카페,딸기모찌,전남 여수,여수
여수당 과자점,2025-05-30,https://place.map.kakao.com/192785425,🥄🥄🥄🥄,,전남 여수 : 여수,☕카페,카페,전남 여수,여수
롯데리아 용산역사ST점,2025-05-30,https://place.map.kakao.com/17942379,🥄,,서울 용산구 : 용산,🍔패스트푸드,햄버거,서울 용산구,용산
써브웨이 서강대점,2025-05-26,https://place.map.kakao.com/223880589,🥄🥄,,서울 마포구 : 대흥,🥗샐러드,샌드위치,서울 마포구,대흥
포케올데이 홍대점,2025-05-28,https://place.map.kakao.com/1279060792,🥄🥄🥄,,서울 마포구 : 홍대,🥗샐러드,포케,서울 마포구,홍대
대한냉면 마포점,2025-05-27,https://place.map.kakao.com/1085817955,🥄🥄🥄,,서울 마포구 : 신촌,🍚한식,냉면,서울 마포구,신촌
금문중화요리,2025-05-27,https://place.map.kakao.com/174870783,🥄🥄🥄,,서울 마포구 : 합정,🍜중식,"자장면, 탕수육",서울 마포구,합정
롯데리아 서울역사점,2025-05-21,https://place.map.kakao.com/7857647,🥄,,서울 중구 : 서울역,🍔패스트푸드,햄버거,서울 중구,서울역
황남두꺼비,2025-05-21,http://xn--place-961v.map.kakao.com/1952344699,🥄🥄🥄🥄🥄,,경북 경주 : 경주,🍚한식,갈비찜,경북 경주,경주
점점,2025-05-21,https://place.map.kakao.com/133871935,🥄🥄🥄🥄🥄,,경북 경주 : 경주,🍺술집,한식주점,경북 경주,경주
경주대게닭강정,2025-05-21,https://place.map.kakao.com/1054251976,🥄🥄🥄,,경북 경주 : 경주,🍗치킨,닭강정,경북 경주,경주
경주약과방,2025-05-21,https://place.map.kakao.com/1507806813,🥄🥄🥄,,경북 경주 : 경주,☕카페,개성주악,경북 경주,경주
기와메밀막국수,2025-05-22,https://place.map.kakao.com/725002926,🥄🥄🥄🥄🥄,,경북 경주 : 경주,🍚한식,막국수,경북 경주,경주
아덴 보문호수점,2025-05-22,https://place.map.kakao.com/425270187,🥄🥄🥄🥄,,경북 경주 : 경주,☕카페,카페,경북 경주,경주
피자옥,2025-05-23,https://place.map.kakao.com/1225134792,🥄🥄🥄🥄🥄,,경북 경주 : 경주,"🍕피자, 🍝양식","파스타, 피자",경북 경주,경주
반카이막 경주본점,2025-05-23,https://place.map.kakao.com/1798751627,🥄🥄🥄,,경북 경주 : 경주,☕카페,아이스크림,경북 경주,경주
황남빵,2025-05-23,https://place.map.kakao.com/26519092,🥄🥄🥄🥄,,경북 경주 : 경주,☕카페,황남빵,경북 경주,경주
테를지,2025-05-23,https://place.map.kakao.com/1647204680,🥄🥄🥄🥄🥄,,경북 경주 : 경주,☕카페,프레첼,경북 경주,경주
교촌치킨 신수점,2025-05-24,https://place.map.kakao.com/19392082,🥄🥄,,서울 마포구 : 대흥,🍗치킨,치킨,서울 마포구,대흥
동대문엽기떡볶이 신촌점,2025-05-24,https://place.map.kakao.com/17764441,🥄🥄,,서울 서대문구 : 신촌,🍙분식,떡볶이,서울 서대문구,신촌
스시우찌,2025-05-25,https://place.map.kakao.com/1005384096,🥄🥄🥄,,경기 남양주 : 평내호평,🍣일식,초밥,경기 남양주,평내호평
노브랜드버거 마곡점,2025-05-25,https://place.map.kakao.com/1720074844,🥄🥄,,서울 강서구 : 마곡,🍔패스트푸드,햄버거,서울 강서구,마곡
한솥도시락 서강대점,2025-05-19,https://place.map.kakao.com/1584071787,🥄🥄,,서울 마포구 : 대흥,🍚한식,도시락,서울 마포구,대흥
봉구스밥버거 서강대점,2025-05-19,https://place.map.kakao.com/169029905,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,밥버거,서울 마포구,신촌/대흥
빈카이브,2025-05-20,https://place.map.kakao.com/1520120363,🥄🥄🥄🥄🥄,,서울 서대문구 : 이대,🥗샐러드,샌드위치,서울 서대문구,이대
엄마애밥상,2025-05-20,https://place.map.kakao.com/980558746,🥄🥄,,서울 마포구 : 마포구청,🍚한식,"덮밥, 도시락",서울 마포구,마포구청
츠케루,2025-05-17,https://place.map.kakao.com/268235810,🥄🥄🥄🥄🥄,,서울 마포구 : 홍대,🍣일식,라멘,서울 마포구,홍대
키친 205,2025-05-17,https://place.map.kakao.com/1337140142,🥄🥄🥄🥄,,서울 마포구 : 홍대,☕카페,케이크,서울 마포구,홍대
필요의방,2025-05-18,https://place.map.kakao.com/109477583,🥄🥄🥄🥄,,서울 중구 : 을지로,☕카페,카페,서울 중구,을지로
숯불꼼장어,2025-05-18,https://place.map.kakao.com/15568897,🥄🥄🥄🥄,,서울 종로구 : 종로,🍚한식,꼼장어,서울 종로구,종로
봉구스밥버거 서강대점,2025-05-12,https://place.map.kakao.com/169029905,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,밥버거,서울 마포구,신촌/대흥
맘스터치 신촌점,2025-05-12,https://place.map.kakao.com/27551667,🥄🥄,,서울 서대문구 : 신촌,🍔패스트푸드,햄버거,서울 서대문구,신촌
와우바게트샌드위치,2025-05-13,https://place.map.kakao.com/790690407,🥄🥄🥄,,서울 서대문구 : 신촌,🥗샐러드,샌드위치,서울 서대문구,신촌
대한냉면 마포점,2025-05-14,https://place.map.kakao.com/1085817955,🥄🥄🥄,,서울 마포구 : 신촌,🍚한식,냉면,서울 마포구,신촌
고기왕창 자이언트비빔밥 홍대점,2025-05-14,https://place.map.kakao.com/495717982,🥄,,서울 마포구 : 홍대,🍚한식,육회비빔밥,서울 마포구,홍대
턴테이블스낵바,2025-05-14,https://place.map.kakao.com/27433952,🥄🥄🥄🥄,,서울 마포구 : 홍대,"☕카페, 🍺술집",카페,서울 마포구,홍대
샌디 빌리지,2025-05-15,https://place.map.kakao.com/326057387,🥄🥄🥄🥄,,서울 마포구 : 상수,🥗샐러드,"샌드위치, 샐러드",서울 마포구,상수
밀플랜비 서강대점,2025-05-16,https://place.map.kakao.com/960971083,🥄,,서울 마포구 : 대흥,"🌮멕시칸, 🍔패스트푸드",브리또,서울 마포구,대흥
교촌치킨 신수점,2025-05-16,https://place.map.kakao.com/19392082,🥄🥄,,서울 마포구 : 대흥,🍗치킨,치킨,서울 마포구,대흥
뚜스뚜스,2025-05-10,https://place.map.kakao.com/1911093773,🥄🥄🥄,,서울 용산구 : 용산,☕카페,카페,서울 용산구,용산
부라보선술집,2025-05-10,https://place.map.kakao.com/1801175062,🥄🥄🥄🥄,,서울 용산구 : 용산,"🍗치킨, 🍺술집",치킨,서울 용산구,용산
쉐이크쉑 용산점,2025-05-10,https://place.map.kakao.com/1955384260,🥄🥄,,서울 용산구 : 용산,🍔패스트푸드,햄버거,서울 용산구,용산
원조마포소금구이,2025-05-11,https://place.map.kakao.com/16326803,🥄🥄🥄🥄🥄,,서울 송파구 : 송파,🥩고기,돼지고기,서울 송파구,송파
강릉짬뽕순두부 강릉본점,2025-05-05,https://place.map.kakao.com/731412427,🥄🥄🥄🥄🥄,,강원 강릉 : 강릉,🍚한식,순두부,강원 강릉,강릉
초당110,2025-05-05,https://place.map.kakao.com/1647908801,🥄🥄🥄🥄,,강원 강릉 : 강릉,☕카페,젤라또,강원 강릉,강릉
애시당초,2025-05-05,https://place.map.kakao.com/1168878886,🥄🥄🥄🥄🥄,,강원 강릉 : 강릉,☕카페,카페,강원 강릉,강릉
배니닭강정,2025-05-05,https://place.map.kakao.com/19660110,🥄🥄🥄🥄,,강원 강릉 : 강릉,🍗치킨,닭강정,강원 강릉,강릉
오징어순대나라,2025-05-05,https://place.map.kakao.com/637492057,🥄🥄🥄,,강원 강릉 : 강릉,🍙분식,오징어순대,강원 강릉,강릉
소돌막국수,2025-05-06,https://place.map.kakao.com/1629307609,🥄🥄🥄🥄,,강원 강릉 : 주문진,🍚한식,막국수,강원 강릉,주문진
카페 제니엘,2025-05-06,https://place.map.kakao.com/599987563,🥄🥄🥄🥄🥄,,강원 강릉 : 주문진,☕카페,카페,강원 강릉,주문진
산쪼메 호평점,2025-05-06,https://place.map.kakao.com/748605485,🥄🥄🥄,,경기 남양주 : 평내호평,🍣일식,라멘,경기 남양주,평내호평
밀플랜비 서강대점,2025-05-07,https://place.map.kakao.com/960971083,🥄,,서울 마포구 : 대흥,"🌮멕시칸, 🍔패스트푸드",브리또,서울 마포구,대흥
샌디 빌리지,2025-05-07,https://place.map.kakao.com/326057387,🥄🥄🥄🥄,,서울 마포구 : 상수,🥗샐러드,"샌드위치, 샐러드",서울 마포구,상수
옥면가,2025-05-08,https://place.map.kakao.com/301221235,🥄🥄🥄🥄🥄,,서울 마포구 : 공덕,🍚한식,국수,서울 마포구,공덕
명량핫도그 대흥역점,2025-05-08,https://place.map.kakao.com/1961550147,🥄,,서울 마포구 : 대흥,🍙분식,핫도그,서울 마포구,대흥
남매밥상,2025-05-09,https://place.map.kakao.com/929653827,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,"고등어구이, 제육, 찌개",서울 마포구,신촌/대흥
윤이불닭발 영등포점,2025-05-09,https://place.map.kakao.com/1071904329,🥄🥄🥄,,서울 영등포구 : 영등포,"🍚한식, 🍺술집",닭발,서울 영등포구,영등포
밀플랜비 서강대점,2025-06-02,https://place.map.kakao.com/960971083,🥄,,서울 마포구 : 대흥,"🌮멕시칸, 🍔패스트푸드",브리또,서울 마포구,대흥
왕십리불곱창,2025-06-02,https://place.map.kakao.com/18522216,🥄🥄🥄🥄🥄,,서울 중랑구 : 상봉,"🍚한식, 🥩고기",곱창,서울 중랑구,상봉
윤경양식당,2025-06-03,https://place.map.kakao.com/64431735,🥄🥄🥄,,서울 성동구 : 서울숲,🍣일식,돈까스,서울 성동구,서울숲
시즈니,2025-06-03,https://place.map.kakao.com/1387324500,🥄🥄🥄🥄🥄,,서울 성동구 : 서울숲,☕카페,빙수,서울 성동구,서울숲
홍미닭발 신촌점,2025-06-04,https://place.map.kakao.com/11951868,🥄🥄🥄,,서울 서대문구 : 신촌,"🍚한식, 🍺술집",닭발,서울 서대문구,신촌
신생포차 신촌점,2025-06-04,https://place.map.kakao.com/1744842448,🥄🥄,,서울 서대문구 : 신촌,🍺술집,술집,서울 서대문구,신촌
한창희천하일면,2025-06-05,https://place.map.kakao.com/670226941,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식",고기국수,서울 마포구,대흥
써브웨이 서강대점,2025-06-05,https://place.map.kakao.com/223880589,🥄🥄,,서울 마포구 : 대흥,🥗샐러드,샌드위치,서울 마포구,대흥
1인1잔,2025-06-07,https://place.map.kakao.com/670102239,🥄🥄🥄🥄,,서울 은평구 : 은평,☕카페,카페,서울 은평구,은평
주녘,2025-06-07,https://place.map.kakao.com/1604269239,🥄🥄🥄🥄🥄,,서울 은평구 : 연신내,"🍚한식, 🍺술집",한식주점,서울 은평구,연신내
우산꼬치,2025-06-07,https://place.map.kakao.com/1171746396,🥄🥄🥄🥄,,서울 은평구 : 연신내,🍺술집,꼬치,서울 은평구,연신내
빕스 은평롯데점,2025-06-08,https://place.map.kakao.com/997786908,🥄🥄🥄,,서울 은평구 : 구파발,"🍝양식, 🍽️뷔페",뷔페,서울 은평구,구파발
바른치킨 서강대 로봇점,2025-06-27,https://place.map.kakao.com/1446748474,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍗치킨,치킨,서울 마포구,신촌/대흥
KFC 발산역점,2025-06-27,https://place.map.kakao.com/1725139526,🥄🥄,,서울 강서구 : 발산,🍔패스트푸드,햄버거,서울 강서구,발산
한창희천하일면,2025-06-26,https://place.map.kakao.com/670226941,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식",고기국수,서울 마포구,대흥
싸움의고수 신촌점,2025-06-26,https://place.map.kakao.com/27543827,🥄🥄,,서울 서대문구 : 신촌,🍚한식,보쌈,서울 서대문구,신촌
고블린피자,2025-06-25,https://place.map.kakao.com/2036434781,🥄🥄🥄🥄,,서울 마포구 : 대흥,🍕피자,"파스타, 피자",서울 마포구,대흥
오시 망원본점,2025-06-25,https://place.map.kakao.com/863823354,🥄🥄🥄🥄🥄,,서울 마포구 : 망원,🍣일식,오꼬노미야끼,서울 마포구,망원
똥꼬하우스,2025-06-25,https://place.map.kakao.com/1306288469,🥄🥄🥄,,서울 서대문구 : 신촌,🍺술집,닭똥집,서울 서대문구,신촌
쉑쉑버거 홍대점,2025-06-24,https://place.map.kakao.com/136268965,🥄🥄🥄,,서울 마포구 : 홍대,🍔패스트푸드,햄버거,서울 마포구,홍대
담산 신촌본점,2025-06-24,https://place.map.kakao.com/1480854338,🥄🥄🥄🥄,,서울 서대문구 : 신촌,🍚한식,등갈비,서울 서대문구,신촌
마니마니톡톡,2025-06-23,https://place.map.kakao.com/1060711910,🥄🥄,,서울 마포구 : 대흥,"🍗치킨, 🍚한식","백반, 치킨",서울 마포구,대흥
유브유부 연남점,2025-06-23,https://place.map.kakao.com/1427643858,🥄🥄,,서울 마포구 : 연남,🍚한식,유부초밥,서울 마포구,연남
메일룸,2025-06-22,https://place.map.kakao.com/1330474006,🥄🥄🥄🥄🥄,,서울 중구 : 신당,☕카페,카페,서울 중구,신당
우리집떡볶이,2025-06-22,https://place.map.kakao.com/27234119,🥄🥄🥄🥄🥄,,서울 중구 : 신당,"🍙분식, 🍚한식","닭발, 떡볶이",서울 중구,신당
계순내닭강정,2025-06-21,https://place.map.kakao.com/1475248000,🥄🥄🥄🥄,,서울 마포구 : 대흥,🍗치킨,닭강정,서울 마포구,대흥
점보파스타 마포본점,2025-06-20,https://place.map.kakao.com/2034389246,🥄🥄🥄,,서울 마포구 : 홍대,🍝양식,"리조또, 파스타",서울 마포구,홍대
김태완스시 마포점,2025-06-20,https://place.map.kakao.com/1175874488,🥄🥄🥄🥄,,서울 마포구 : 마포,🍣일식,초밥,서울 마포구,마포
슈퍼말차 용산아이파크몰,2025-06-20,https://place.map.kakao.com/846314097,🥄🥄🥄🥄,,서울 용산구 : 용산,☕카페,카페,서울 용산구,용산
마포쌈밥식당,2025-06-19,https://place.map.kakao.com/1919542306,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,쌈밥,서울 마포구,신촌/대흥
을지OB베어 와우,2025-06-14,https://place.map.kakao.com/1251519679,🥄🥄🥄🥄,,서울 마포구 : 홍대,🍺술집,호프,서울 마포구,홍대
개성손만두 마포점,2025-06-18,https://place.map.kakao.com/167873776,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,만두국,서울 마포구,신촌/대흥
엄마애밥상,2025-06-18,https://place.map.kakao.com/980558746,🥄🥄,,서울 마포구 : 마포구청,🍚한식,"덮밥, 도시락",서울 마포구,마포구청
톨,2025-06-17,https://place.map.kakao.com/18515034,🥄🥄🥄,,서울 마포구 : 신촌/대흥,"🍚한식, 🍣일식",마제소바,서울 마포구,신촌/대흥
윈즈오운,2025-06-17,https://place.map.kakao.com/1079750859,🥄🥄🥄🥄,,서울 서대문구 : 신촌,"☕카페, 🥗샐러드",샌드위치,서울 서대문구,신촌
수저가,2025-06-16,https://place.map.kakao.com/651155763,🥄🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍜중식,짬뽕,서울 마포구,신촌/대흥
조조모모,2025-06-16,https://place.map.kakao.com/171171267,🥄🥄🥄🥄🥄,,서울 송파구 : 송파,🍺술집,한식주점,서울 송파구,송파
콘서트,2025-06-16,"https://map.naver.com/p/entry/place/1650418825?c=14.00,0,0,0,dh&placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202506282140&locale=ko&svcName=map_pcv5",🥄🥄🥄🥄🥄,,서울 송파구 : 송파,☕카페,카페,서울 송파구,송파
우동가조쿠 신촌점,2025-06-15,https://place.map.kakao.com/1160906124,🥄🥄🥄🥄🥄,,서울 서대문구 : 신촌,🍣일식,우동,서울 서대문구,신촌
개성손만두 마포점,2025-06-13,https://place.map.kakao.com/167873776,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,만두국,서울 마포구,신촌/대흥
금문중화요리,2025-06-19,https://place.map.kakao.com/174870783,🥄🥄,,서울 마포구 : 합정,🍜중식,자장면,서울 마포구,합정
고기마니밥마니,2025-06-13,https://place.map.kakao.com/27290474,🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🥩고기",삼겹살,서울 마포구,대흥
웰빙봉평메일마을,2025-06-12,https://place.map.kakao.com/662370482,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,막국수,서울 마포구,대흥
써브웨이 서강대점,2025-06-12,https://place.map.kakao.com/223880589,🥄🥄,,서울 마포구 : 대흥,🥗샐러드,샌드위치,서울 마포구,대흥
롤앤롤 김밥,2025-06-11,https://place.map.kakao.com/1581143656,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,김밥,서울 마포구,대흥
아우어베이커리 신촌숲길점,2025-06-11,https://place.map.kakao.com/2064598955,🥄🥄🥄,,서울 마포구 : 홍대,☕카페,카페,서울 마포구,홍대
처갓집양념치킨 염리점,2025-06-11,https://place.map.kakao.com/8081328,🥄🥄🥄,,서울 마포구 : 대흥,🍗치킨,치킨,서울 마포구,대흥
남매밥상,2025-06-10,https://place.map.kakao.com/929653827,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,"고등어구이, 제육, 찌개",서울 마포구,신촌/대흥
애슐리퀸즈 현대유플렉스신촌점,2025-06-10,https://place.map.kakao.com/317024934,🥄🥄,,서울 서대문구 : 신촌,🍽️뷔페,뷔페,서울 서대문구,신촌
뽁순이볶음밥 마포점,2025-06-09,https://place.map.kakao.com/338592317,🥄🥄,,서울 서대문구 : 신촌,🍚한식,볶음밥,서울 서대문구,신촌
정든그릇,2025-07-25,https://place.map.kakao.com/1069804608,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍣일식,"덮밥, 돈까스, 소바",서울 마포구,신촌/대흥
마포쌈밥식당,2025-07-24,https://place.map.kakao.com/1919542306,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,쌈밥,서울 마포구,신촌/대흥
삼첩분식 서울공덕점,2025-07-25,https://place.map.kakao.com/44467254,🥄🥄,,서울 마포구 : 공덕,🍙분식,떡볶이,서울 마포구,공덕
꼬꼬로치킨 홍대점,2025-07-24,https://place.map.kakao.com/242944327,🥄🥄🥄🥄🥄,,서울 마포구 : 홍대,"🍗치킨, 🍺술집",치킨,서울 마포구,홍대
남매밥상,2025-07-22,https://place.map.kakao.com/929653827,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,"고등어구이, 제육, 찌개",서울 마포구,신촌/대흥
샨샨,2025-07-23,https://place.map.kakao.com/1231701730,🥄🥄🥄🥄,,서울 마포구 : 대흥,🍜중식,"자장면, 짬뽕",서울 마포구,대흥
